Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
3.1902596092192295,-0.995716169,8.785330569579788,1,2.646,5355.844
3.1850816758708627,-0.994125796,8.859500337002471,1,2.642,5369.219
3.1801293618675808,-0.996711495,8.898316514358887,1,2.636,5382.453
3.1752368694225814,-0.994046243,8.968223540839395,1,2.632,5395.688
3.1704853408425353,-0.996749344,9.018542705,1,2.627,5408.906
3.1654282724755256,-0.994704872,9.050200039502396,1,2.622,5422.156
3.1603680933530773,-0.996897914,9.084287763912801,1,2.616,5435.391
3.1551399819103714,-0.995482692,9.143377847,1,2.611,5448.641
3.149965619193311,-0.994933056,9.234461892,1,2.606,5461.938
3.1448203538931594,-0.994220399,9.212588958115099,1,2.601,5475.172
3.139252195094655,-0.996146766,9.243578722861399,1,2.596,5488.406
3.1339874700643064,-0.995212022,9.352178627127573,1,2.59,5501.688
3.128410378384067,-0.994485638,9.361428082386515,1,2.584,5514.953
3.1229502514167073,-0.996448299,9.452137670033697,1,2.579,5528.266
3.117213574056475,-0.994862933,9.497491848692468,1,2.573,5541.531
3.1115121467583324,-0.996548702,9.524944943524387,1,2.568,5554.766
3.1054193111437853,-0.994887614,9.568483657863137,1,2.562,5568.031
3.099286633745663,-0.994234272,9.605103194580701,1,2.556,5581.375
3.093125123641961,-0.997207808,9.652898814658561,1,2.549,5594.594
3.086741856287959,-0.995652361,9.701804093931313,1,2.543,5607.813
3.0803739270748363,-0.996134565,9.751419535522931,1,2.536,5621.047
3.0738057209079233,-0.996080512,9.800535442677399,1,2.53,5634.297
3.066985494143711,-0.995393053,9.844641909258403,1,2.523,5647.516
3.060191477019926,-0.993523601,9.910290385446276,1,2.516,5660.735
3.053148253866842,-0.996966377,9.996225655352212,1,2.509,5673.969
3.046044672259406,-0.996615904,10.088102274167214,1,2.502,5687.203
3.0384601146961097,-0.995474642,10.128268405690257,1,2.494,5700.406
3.031002859512311,-0.997277223,10.176151685362504,1,2.487,5713.688
3.0231117092527775,-0.996701263,10.203617908044922,1,2.479,5726.891
3.015191693115315,-0.996029155,10.242458124942624,1,2.471,5740.141
3.0070120127881332,-0.994579544,10.370748767134051,1,2.463,5753.344
2.998243877368653,-0.996140844,10.388448266349714,1,2.454,5766.578
2.9897585994541593,-0.994974341,10.40858594456975,1,2.446,5779.781
2.9805995441728186,-0.995117975,10.4932127,1,2.436,5793
2.971227655824078,-0.995822513,10.559617108135868,1,2.427,5806.203
2.9615583985163454,-0.996952917,10.595853622875952,1,2.418,5819.438
2.9515542662640546,-0.997070955,10.623283642571357,1,2.408,5832.688
2.9413454877307394,-0.996398681,10.680185648861626,1,2.398,5845.953
2.930887417486187,-0.996147336,10.767855657558636,1,2.387,5859.25
2.9199611927989615,-0.994052694,10.809444766538657,1,2.376,5872.453
2.908525386260133,-0.996105133,10.870441935964266,1,2.365,5885.719
2.8966305842345883,-0.994592073,10.900859658817685,1,2.354,5898.938
2.884318626,-0.996148974,10.952326178773866,1,2.341,5912.172
2.871468347292039,-0.99563855,11.04162762,1,2.329,5925.406
2.858615404157315,-0.995777946,11.072979914054729,1,2.315,5938.672
2.8446134055961525,-0.995835967,11.16469464166329,1,2.302,5951.938
2.8304173356014126,-0.996735557,11.22268313199463,1,2.288,5965.172
2.815465595690097,-0.994459586,11.278566410610237,1,2.273,5978.375
2.8000501106517506,-0.995448607,11.294870248021414,1,2.257,5991.672
2.7837035991367194,-0.996680602,11.347786795305591,1,2.241,6004.953
2.7665057088116223,-0.993616886,11.406969511711834,1,2.224,6018.36
2.7486582443839778,-0.996867533,11.490891091615984,1,2.206,6031.735
2.729931966923743,-0.994149446,11.566086666148536,1,2.187,6045.141
2.7101320385950642,-0.995934583,11.632649932988722,1,2.167,6058.5
2.689299531209884,-0.993049581,11.713145986532508,1,2.147,6071.906
2.667439028940069,-0.994585171,11.744369667833906,1,2.125,6085.297
2.6440673622686925,-0.99653542,11.772681256044072,1,2.101,6098.656
2.619395340593058,-0.995904856,11.900914264669726,1,2.078,6112.047
2.593520084646253,-0.993901371,11.977145974065792,1,2.052,6125.438
2.5656125249554345,-0.995724965,12.03821521,1,2.025,6138.875
2.536252808380642,-0.993844463,12.128629031914683,1,1.996,6152.281
2.5046693818677896,-0.994457784,12.234625947602698,1,1.965,6165.672
2.4706118669327277,-0.994877547,12.348017896228109,1,1.931,6179.11
2.942942295533995,-0.00068933,12.376815880696887,0.0002,0,6192.656
3.050193702611824,-0.002597584,12.37407851561253,0.0002,0,6206.219
3.1009749147863395,-0.001946545,12.251162739297369,0.0004,0,6219.719
3.1368929085286044,-0.000317889,12.139028855864511,0.0004,0,6233.266
3.165273105267426,-0.001656938,12.078360947536217,0.0004,0,6246.781
3.1887276469994426,-0.002667151,11.952118566785678,0.0004,0,6260.313
3.2089500307053105,-0.004330837,11.822763273260383,0.0002,0,6273.781
3.2263900807381574,-0.001614024,11.716816616952961,0.0002,0,6287.313
3.2415803806092183,-0.002750398,11.458517318473804,0.0002,0,6300.797
3.2546672739968203,-0.000754177,11.136998318903297,0.0002,0,6314.297
3.2663164239224387,-0.001100686,10.749106519600033,0.0004,0,6327.813
3.2769597512712325,-0.002825853,10.508816349569635,0.0002,0,6341.297
3.286418164397646,-0.001336773,10.15054582584817,0.0002,0,6354.906
3.2951675537404728,-0.001465304,9.896395049834986,0.0002,0,6368.422
3.3032514500525036,-0.001759689,9.662330686213652,0.0004,0,6382.063
3.310303420220758,-0.00075642,9.390488931058574,0.0002,0,6395.547
3.317351265801437,-0.003318183,9.137008089,0.0002,0,6409.063
3.3233866709845534,-0.002291332,8.972806149275533,0.0002,0,6422.625
3.3293564839618974,-0.001325984,8.756380752509184,0.0002,0,6436.141
